name,from_bus,to_bus,angle_max_deg,angle_min_deg,expand_capacity,b_pu,g_pu,r_pu,x_pu,cap_existing_power_MW,cost_fixed_power_USDperkW
32,2428,2429,60.00014031,-60.00014031,FALSE,6.30772E-05,0,0.001478477,0.001764977,282,
33,2429,2430,60.00014031,-60.00014031,FALSE,4.02913E-05,0,0.000959384,0.002430093,264,
34,2430,2033,60.00014031,-60.00014031,FALSE,0.000215136,0,0.00524469,0.013592495,264,
35,2031,2431,60.00014031,-60.00014031,FALSE,0.000605096,0,0.014182702,0.016931221,282,
36,2431,2432,60.00014031,-60.00014031,FALSE,6.3821E-05,0,0.005434068,0.005250401,256,
37,2432,2033,60.00014031,-60.00014031,FALSE,0.000390558,0,0.012577464,0.011780057,270,
38,1867,2034,60.00014031,-60.00014031,FALSE,0.000350207,0,0.005399625,0.009058074,264,
39,1867,2433,60.00014031,-60.00014031,FALSE,0.000468896,0,0.007229603,0.012127936,264,
40,2434,2435,60.00014031,-60.00014031,FALSE,6.82235E-05,0,0.001782271,0.004936761,264,
41,2433,2438,60.00014031,-60.00014031,FALSE,2.86331E-05,0,0.000956142,0.002145119,257,
42,2438,2436,60.00014031,-60.00014031,FALSE,0.000145469,0,0.01687586,0.012944734,224,
43,2437,2438,60.00014031,-60.00014031,FALSE,5.9195E-05,0,0.001586018,0.004500614,264,
44,2434,2437,60.00014031,-60.00014031,FALSE,2.20989E-05,0,0.00034073,0.000571587,264,
45,2435,2439,60.00014031,-60.00014031,FALSE,2.28592E-05,0,0.000544305,0.00137871,264,
46,2440,2420,60.00014031,-60.00014031,FALSE,7.68927E-05,0,0.001913675,0.005058759,264,
47,2420,2441,60.00014031,-60.00014031,FALSE,0.000105611,0,0.002829645,0.008029635,264,
48,2035,2421,60.00014031,-60.00014031,FALSE,0.000124283,0,0.003329919,0.00944925,264,
49,2441,2442,60.00014031,-60.00014031,FALSE,3.58994E-05,0,0.000206456,0.000699176,310,
50,2442,2443,60.00014031,-60.00014031,FALSE,3.49026E-05,0,0.000831074,0.002105087,264,
51,2443,2444,60.00014031,-60.00014031,FALSE,3.6248E-05,0,0.000208461,0.000705964,310,
52,2444,2445,60.00014031,-60.00014031,FALSE,7.80082E-05,0,0.002037886,0.005644797,264,
53,2445,2446,60.00014031,-60.00014031,FALSE,0.000493053,0,0.002835509,0.009602639,310,
54,2446,2034,60.00014031,-60.00014031,FALSE,4.59185E-05,0,0.000264076,0.000894307,310,
55,2446,2034,60.00014031,-60.00014031,FALSE,4.81049E-05,0,0.000276649,0.000936888,310,
56,2447,8021,60.00014031,-60.00014031,FALSE,0.000150497,0,0.000452089,0.002462921,354,
57,2418,8021,60.00014031,-60.00014031,FALSE,0.000169311,0,0.000973699,0.003297484,310,
58,2416,8021,60.00014031,-60.00014031,FALSE,0.000131585,0,0.000756738,0.002562736,310,
59,2363,2364,60.00014031,-60.00014031,FALSE,0.000837047,0,0.016685018,0.022936002,257,
60,2363,2448,60.00014031,-60.00014031,FALSE,0.000773472,0,0.015417776,0.021193977,257,
61,2364,2448,60.00014031,-60.00014031,FALSE,3.82262E-05,0,0.000895991,0.001069616,282,
62,2448,2449,60.00014031,-60.00014031,FALSE,6.38058E-05,0,0.002054808,0.001924522,270,
63,2450,6732,60.00014031,-60.00014031,FALSE,0.000126762,0,0.001954469,0.003278693,264,
64,6732,5715,60.00014031,-60.00014031,FALSE,0.000109445,0,0.000844547,0.002307324,292,
65,2451,6731,60.00014031,-60.00014031,FALSE,2.4996E-05,0,0.000762009,0.001565961,257,
66,6731,2452,60.00014031,-60.00014031,FALSE,0.000210009,0,0.008207151,0.015511133,241,
67,2449,2451,60.00014031,-60.00014031,FALSE,1.9906E-05,0,0.000473987,0.001200596,264,
68,2451,2452,60.00014031,-60.00014031,FALSE,0.000362061,0,0.005582387,0.009364664,264,
69,2450,2452,60.00014031,-60.00014031,FALSE,6.27328E-05,0,0.000360774,0.00122178,310,
70,2453,2450,60.00014031,-60.00014031,FALSE,0.000597712,0,0.016014366,0.045443896,264,
71,2454,2453,60.00014031,-60.00014031,FALSE,0.000192019,0,0.001104291,0.003739743,310,
72,2454,2455,60.00014031,-60.00014031,FALSE,0.000358078,0,0.002059292,0.006973909,310,
73,2454,2365,60.00014031,-60.00014031,FALSE,0.00033719,0,0.001012908,0.005518201,508,
74,2455,2456,60.00014031,-60.00014031,FALSE,0.000212274,0,0.009721855,0.017541482,278,
75,2456,8021,60.00014031,-60.00014031,FALSE,0.000771123,0,0.004434613,0.015018186,310,
76,2448,2457,60.00014031,-60.00014031,FALSE,0.000723765,0,0.011159229,0.018720069,264,
77,2457,6733,60.00014031,-60.00014031,FALSE,0.000105528,0,0.00257262,0.006667375,264,
78,6733,2458,60.00014031,-60.00014031,FALSE,0.000133365,0,0.00416078,0.008744835,257,
79,2439,1868,60.00014031,-60.00014031,FALSE,2.25854E-05,0,0.000727344,0.000681226,270,
80,5699,2032,60.00014031,-60.00014031,FALSE,0.00099988,0,0.010152184,0.022386969,280,
81,2459,780,60.00014031,-60.00014031,FALSE,0.192198063,0,0.003192287,0.054255835,3269,
82,8185,2459,60.00014031,-60.00014031,FALSE,0.02427521,0,0.000885262,0.012179896,2516,
83,8204,8522,60.00014031,-60.00014031,FALSE,0.196516247,0,0.015078694,0.09819633,566,
84,2385,2460,60.00014031,-60.00014031,FALSE,6.18506E-05,0,0.004455976,0.004377275,230,
85,2465,2461,60.00014031,-60.00014031,FALSE,0.00021546,0,0.011840255,0.017957737,235,
86,6742,2465,60.00014031,-60.00014031,FALSE,0.00063423,0,0.075288796,0.059015489,224,
87,2461,2387,60.00014031,-60.00014031,FALSE,3.35E-06,0,0.00025138,0.000256682,230,
88,2460,6742,60.00014031,-60.00014031,FALSE,0.001221636,0,0.088007898,0.086456601,230,
89,2460,2462,60.00014031,-60.00014031,FALSE,0.00015992,0,0.018984254,0.014880672,224,
90,2462,2386,60.00014031,-60.00014031,FALSE,0.000209923,0,0.016281686,0.017129926,230,
91,2461,2463,60.00014031,-60.00014031,FALSE,7.79752E-05,0,0.009256507,0.007255641,224,
92,2463,2462,60.00014031,-60.00014031,FALSE,7.1505E-05,0,0.002701476,0.004947968,241,
93,2463,2464,60.00014031,-60.00014031,FALSE,0.000580074,0,0.021467881,0.03858588,241,
94,2475,2469,60.00014031,-60.00014031,FALSE,0.000257168,0,0.028022293,0.0202571,224,
95,2471,2394,60.00014031,-60.00014031,FALSE,4.78E-06,0,0.000554763,0.000425534,224,
96,2471,2470,60.00014031,-60.00014031,FALSE,9.83E-06,0,0.001090825,0.00080255,224,
97,2469,2470,60.00014031,-60.00014031,FALSE,5.51851E-05,0,0.002703506,0.003688425,235,
98,2464,2475,60.00014031,-60.00014031,FALSE,0.000173162,0,0.005513221,0.011814504,257,
99,2464,2391,60.00014031,-60.00014031,FALSE,7.82098E-05,0,0.003999847,0.005678045,235,
100,2465,2466,60.00014031,-60.00014031,FALSE,0.000150829,0,0.011110325,0.011142801,230,
101,2466,2388,60.00014031,-60.00014031,FALSE,5.88002E-05,0,0.001792536,0.003683739,257,
102,2466,2467,60.00014031,-60.00014031,FALSE,0.000240059,0,0.009762219,0.019132099,241,
103,2467,2391,60.00014031,-60.00014031,FALSE,6.17401E-05,0,0.004637505,0.004735323,230,
104,2467,2468,60.00014031,-60.00014031,FALSE,0.000252483,0,0.009866997,0.018648171,241,
105,2468,2392,60.00014031,-60.00014031,FALSE,5.33E-06,0,0.000568404,0.000402628,224,
106,2468,2469,60.00014031,-60.00014031,FALSE,0.0002096,0,0.011518222,0.017469318,235,
107,2470,2393,60.00014031,-60.00014031,FALSE,0.000134252,0,0.007096387,0.010387468,235,
108,2397,2477,60.00014031,-60.00014031,FALSE,1.26934E-05,0,0.000914486,0.000898335,230,
109,2477,2396,60.00014031,-60.00014031,FALSE,0.000259204,0,0.012992405,0.018107009,235,
110,2396,2472,60.00014031,-60.00014031,FALSE,0.000293382,0,0.012059914,0.023877511,241,
111,2472,2395,60.00014031,-60.00014031,FALSE,2.14985E-05,0,0.000535047,0.001414384,264,
112,2471,2470,60.00014031,-60.00014031,FALSE,9.41E-06,0,0.001092126,0.000837722,224,
113,2472,2474,60.00014031,-60.00014031,FALSE,2.05493E-05,0,0.00074286,0.001306403,241,
114,2474,2473,60.00014031,-60.00014031,FALSE,0.000190379,0,0.02074466,0.014996138,224,
115,2474,2471,60.00014031,-60.00014031,FALSE,0.000212716,0,0.005476536,0.01496127,264,
116,2475,2473,60.00014031,-60.00014031,FALSE,0.000283116,0,0.023038858,0.025339872,230,
117,2476,2390,60.00014031,-60.00014031,FALSE,3.56279E-05,0,0.00395541,0.002910103,224,
118,2473,2476,60.00014031,-60.00014031,FALSE,0.000278313,0,0.0114405,0.022651124,241,
119,2476,2389,60.00014031,-60.00014031,FALSE,8.39303E-05,0,0.006509676,0.006848809,230,
120,2477,2272,60.00014031,-60.00014031,FALSE,0.000806493,0,0.03279618,0.064274937,241,
121,8619,2330,60.00014031,-60.00014031,FALSE,8.77E-06,0,0.000448571,0.000636775,235,
122,2330,8563,60.00014031,-60.00014031,FALSE,0.000693061,0,0.028183626,0.055234958,241,
123,2478,1446,60.00014031,-60.00014031,FALSE,0.006934167,0,0.020950642,0.061786123,456,
124,2479,1446,60.00014031,-60.00014031,FALSE,0.000540108,0,0.000638683,0.003968425,419,
125,2480,1446,60.00014031,-60.00014031,FALSE,0.00049022,0,0.00148219,0.004369779,328,
126,2481,2487,60.00014031,-60.00014031,FALSE,0.025472179,0,0.080933471,0.203648563,318,
127,2487,2486,60.00014031,-60.00014031,FALSE,1.0456E-05,0,3.40624E-05,8.75605E-05,318,
128,2486,2482,60.00014031,-60.00014031,FALSE,0.00410591,0,0.013374996,0.034382538,318,
129,8444,2478,60.00014031,-60.00014031,FALSE,0.010756284,0,0.029526302,0.079473042,456,
130,8444,2483,60.00014031,-60.00014031,FALSE,0.008351641,0,0.028864899,0.078595862,318,
131,2484,2489,60.00014031,-60.00014031,FALSE,0.006619278,0,0.014042449,0.057993027,518,
132,2489,8336,60.00014031,-60.00014031,FALSE,0.027458645,0,0.089216849,0.229617762,318,
133,1446,2485,60.00014031,-60.00014031,FALSE,0.001208654,0,0.002355508,0.008953364,359,
134,8000,2486,60.00014031,-60.00014031,FALSE,0.000350162,0,0.000838584,0.002735073,342,
135,8000,2487,60.00014031,-60.00014031,FALSE,0.000340452,0,0.00108407,0.002725055,318,
136,2488,2489,60.00014031,-60.00014031,FALSE,0.000433758,0,0.000742877,0.003310225,375,
137,8234,8486,60.00014031,-60.00014031,FALSE,0.075168652,0,0.00614914,0.042449093,932,
138,778,2528,60.00014031,-60.00014031,FALSE,1.71196E-05,0,3.20004E-05,0.000155297,375,
139,2618,775,60.00014031,-60.00014031,FALSE,1.949E-05,0,1.75382E-05,0.000138175,450,
140,2534,2500,60.00014031,-60.00014031,FALSE,0.00378957,0,0.001571484,0.013533367,637,
141,2528,2534,60.00014031,-60.00014031,FALSE,0.004545919,0,0.006533069,0.03227507,391,
142,2500,2618,60.00014031,-60.00014031,FALSE,0.006328128,0,0.007770532,0.050054075,419,
143,8328,2622,60.00014031,-60.00014031,FALSE,0.042113547,0,0.003521842,0.024711831,932,
144,2622,8486,60.00014031,-60.00014031,FALSE,0.000227634,0,1.52014E-05,0.000107514,583,
145,7753,2498,60.00014031,-60.00014031,FALSE,0.014266589,0,0.012114339,0.103921648,461,
146,2498,1718,60.00014031,-60.00014031,FALSE,0.004105674,0,0.014544856,0.040560504,318,
147,203,2538,60.00014031,-60.00014031,FALSE,0.000782513,0,0.000287502,0.002200478,637,
148,2546,2490,60.00014031,-60.00014031,FALSE,0.003325558,0,0.005117,0.024969981,385,
149,2538,2546,60.00014031,-60.00014031,FALSE,0.001684117,0,0.004033164,0.013154372,342,
150,2491,2575,60.00014031,-60.00014031,FALSE,0.003513327,0,0.005332669,0.027777507,391,
151,2575,8306,60.00014031,-60.00014031,FALSE,0.006133115,0,0.021725459,0.060587027,436,
152,2542,2492,60.00014031,-60.00014031,FALSE,0.001144136,0,0.002229773,0.008475438,359,
153,8306,2542,60.00014031,-60.00014031,FALSE,0.00130902,0,0.000365492,0.004077853,723,
154,2491,8329,60.00014031,-60.00014031,FALSE,0.000253556,0,0.000129356,0.000896871,581,
155,8235,198,60.00014031,-60.00014031,FALSE,0.036748088,0,0.044929977,0.289929958,419,
156,7753,7611,60.00014031,-60.00014031,FALSE,0.000327568,0,0.000259365,0.001806834,450,
157,7611,2619,60.00014031,-60.00014031,FALSE,0.050537933,0,0.061546066,0.397797986,377.755244,
158,2619,8235,60.00014031,-60.00014031,FALSE,0.004937466,0,0.004533768,0.036423688,450,
159,200,8141,60.00014031,-60.00014031,FALSE,0.001058194,0,0.122756307,0.094165141,1928,
160,8487,2611,60.00014031,-60.00014031,FALSE,0.00450209,0,0.011359223,0.038967256,3182,
161,2611,2493,60.00014031,-60.00014031,FALSE,0.003991249,0,0.012708292,0.031945944,318,
162,2494,198,60.00014031,-60.00014031,FALSE,0.004506689,0,0.011159836,0.037601218,342,
163,2494,7753,60.00014031,-60.00014031,FALSE,0.023919013,0,0.027927404,0.17181573,419,
164,198,8768,60.00014031,-60.00014031,FALSE,0.044445938,0,0.045313102,0.353423715,1400.440295,
165,205,2506,60.00014031,-60.00014031,FALSE,0.012230908,0,0.011041291,0.100446442,461,
166,2506,1043,60.00014031,-60.00014031,FALSE,0.006431621,0,0.02054891,0.063907473,328,
167,2495,2496,60.00014031,-60.00014031,FALSE,0.001170532,0,0.003095804,0.008023307,328,
168,1718,1528,60.00014031,-60.00014031,FALSE,0.024339202,0,0.047347517,0.180109905,359,
169,7765,2408,60.00014031,-60.00014031,FALSE,0.003250284,0,0.010895066,0.028794109,318,
170,7765,2497,60.00014031,-60.00014031,FALSE,0.001766885,0,0.001572231,0.0122539,450,
171,2497,2498,60.00014031,-60.00014031,FALSE,0.027003295,0,0.077364791,0.217253414,328,
172,196,2497,60.00014031,-60.00014031,FALSE,0.000726106,0,0.000411768,0.005507129,547,
173,2499,2617,60.00014031,-60.00014031,FALSE,8.82876E-05,0,0.002273036,0.006209671,264,
174,2617,8305,60.00014031,-60.00014031,FALSE,0.001194153,0,0.032340962,0.09275955,264,
175,7764,195,60.00014031,-60.00014031,FALSE,0.003401248,0,0.139759104,0.276764154,241,
176,2500,2501,60.00014031,-60.00014031,FALSE,5.11692E-05,0,0.000166693,0.0004285,318,
177,777,2523,60.00014031,-60.00014031,FALSE,0.011323823,0,0.019030017,0.101177606,385,
178,2523,2521,60.00014031,-60.00014031,FALSE,0.003013256,0,0.003704697,0.020555497,405,
179,2521,1872,60.00014031,-60.00014031,FALSE,4.52461E-05,0,4.02618E-05,0.000313798,450,
180,8235,774,60.00014031,-60.00014031,FALSE,0.005542549,0,0.013583573,0.045315475,342,
181,196,2502,60.00014031,-60.00014031,FALSE,0.001055186,0,0.001147974,0.006583009,419,
182,1718,2503,60.00014031,-60.00014031,FALSE,0.003789367,0,0.012343965,0.031731985,318,
183,2503,1719,60.00014031,-60.00014031,FALSE,2.59035E-05,0,4.57074E-05,0.000209683,375,
184,2503,194,60.00014031,-60.00014031,FALSE,0.004392859,0,0.011617564,0.030109616,328,
185,1872,2504,60.00014031,-60.00014031,FALSE,0.000661907,0,0.00221882,0.005863924,1144,
186,2504,8235,60.00014031,-60.00014031,FALSE,0.000928579,0,0.001428829,0.006972343,570,
187,2504,8235,60.00014031,-60.00014031,FALSE,0.001743304,0,0.005679085,0.01459866,1144,
188,8234,2505,60.00014031,-60.00014031,FALSE,0.036444974,0,0.000839388,0.010703627,1034,
189,202,182,60.00014031,-60.00014031,FALSE,0.008347286,0,0.012667454,0.065989066,391,
190,182,2506,60.00014031,-60.00014031,FALSE,0.005414053,0,0.005607139,0.038489614,430,
191,2507,1869,60.00014031,-60.00014031,FALSE,0.001581118,0,0.001306914,0.00948862,450,
192,771,5545,60.00014031,-60.00014031,FALSE,3.64998E-05,0,6.1039E-05,0.000265665,375,
193,5545,5543,60.00014031,-60.00014031,FALSE,0.000892477,0,0.000758305,0.006503419,461,
194,5543,5527,60.00014031,-60.00014031,FALSE,0.001577996,0,0.001298909,0.010805621,461,
195,5527,2507,60.00014031,-60.00014031,FALSE,0.003493091,0,0.003962885,0.029695993,430,
196,2507,1525,60.00014031,-60.00014031,FALSE,1.82016E-05,0,4.50756E-05,0.00015187,342,
197,1869,2508,60.00014031,-60.00014031,FALSE,0.002854561,0,0.002785307,0.023723718,450,
198,2508,2509,60.00014031,-60.00014031,FALSE,0.000887093,0,0.00107012,0.006777736,419,
199,2509,2028,60.00014031,-60.00014031,FALSE,2.29582E-05,0,4.05102E-05,0.000185841,375,
200,2509,2526,60.00014031,-60.00014031,FALSE,0.002439571,0,0.001201527,0.008046169,581,
201,2526,2511,60.00014031,-60.00014031,FALSE,0.000196455,0,0.000598743,0.001442854,318,
202,2511,2510,60.00014031,-60.00014031,FALSE,1.72966E-05,0,5.07184E-05,0.00011773,318,
203,2511,2519,60.00014031,-60.00014031,FALSE,0.000367948,0,0.000881179,0.002873999,342,
204,2519,2512,60.00014031,-60.00014031,FALSE,0.001622354,0,0.000981861,0.01052364,517,
205,2513,1872,60.00014031,-60.00014031,FALSE,0.002708272,0,0.009078332,0.023992608,318,
206,770,2518,60.00014031,-60.00014031,FALSE,8.01162E-05,0,0.000260994,0.000670907,318,
207,2518,2515,60.00014031,-60.00014031,FALSE,0.001115873,0,0.003553158,0.00893168,318,
208,2515,2514,60.00014031,-60.00014031,FALSE,9.91E-06,0,3.15424E-05,7.92889E-05,318,
209,2515,2516,60.00014031,-60.00014031,FALSE,0.000444468,0,0.0013033,0.003025275,318,
210,2516,2508,60.00014031,-60.00014031,FALSE,0.00074547,0,0.000396686,0.004990049,547,
211,2508,2517,60.00014031,-60.00014031,FALSE,0.000633337,0,0.000549546,0.004179411,450,
212,2520,1870,60.00014031,-60.00014031,FALSE,0.000129622,0,0.000441772,0.001186,318,
213,2517,2520,60.00014031,-60.00014031,FALSE,0.002783159,0,0.001136161,0.009635456,637,
214,2516,2517,60.00014031,-60.00014031,FALSE,0.000480255,0,0.000561698,0.003453266,419,
215,2518,2519,60.00014031,-60.00014031,FALSE,0.000483427,0,0.001539331,0.003869457,318,
216,2520,2522,60.00014031,-60.00014031,FALSE,0.00106178,0,0.000346469,0.003920886,701,
217,2522,779,60.00014031,-60.00014031,FALSE,0.000620514,0,0.000460678,0.004942809,493,
218,779,2521,60.00014031,-60.00014031,FALSE,0.003408177,0,0.002698485,0.018798869,450,
219,2522,2523,60.00014031,-60.00014031,FALSE,0.001698705,0,0.001001595,0.010466617,517,
220,1527,6648,60.00014031,-60.00014031,FALSE,0.000349044,0,0.001023491,0.002375769,318,
221,6648,2524,60.00014031,-60.00014031,FALSE,0.001195193,0,0.003161025,0.008192338,328,
222,2524,1873,60.00014031,-60.00014031,FALSE,2.84039E-05,0,9.52146E-05,0.000251634,318,
223,2524,2525,60.00014031,-60.00014031,FALSE,0.001639821,0,0.003927084,0.012808385,342,
224,2525,772,60.00014031,-60.00014031,FALSE,3.75578E-05,0,4.61773E-05,0.000256212,405,
225,2525,2527,60.00014031,-60.00014031,FALSE,0.000608827,0,0.001394511,0.004358742,342,
226,2527,2526,60.00014031,-60.00014031,FALSE,0.00170602,0,0.002149968,0.012221268,405,
227,2527,1874,60.00014031,-60.00014031,FALSE,0.003403169,0,0.005111389,0.024361298,385,
228,1872,2531,60.00014031,-60.00014031,FALSE,0.000892217,0,0.002851096,0.008866302,328,
229,2537,2536,60.00014031,-60.00014031,FALSE,0.001724849,0,0.002120681,0.011766508,405,
230,2536,188,60.00014031,-60.00014031,FALSE,3.06122E-05,0,7.72434E-05,0.000264971,342,
231,2535,2532,60.00014031,-60.00014031,FALSE,0.006188097,0,0.00771647,0.050458024,419,
232,2532,2537,60.00014031,-60.00014031,FALSE,0.005290136,0,0.004777588,0.043456049,461,
233,2531,2535,60.00014031,-60.00014031,FALSE,0.002865097,0,0.001411101,0.00944962,581,
234,2528,2530,60.00014031,-60.00014031,FALSE,0.00088534,0,0.002829122,0.008797967,328,
235,2530,2529,60.00014031,-60.00014031,FALSE,0.001107872,0,0.001631354,0.008252221,391,
236,2529,1871,60.00014031,-60.00014031,FALSE,2.34597E-05,0,7.86407E-05,0.000207832,318,
237,2529,1872,60.00014031,-60.00014031,FALSE,0.001361318,0,0.000625852,0.003920309,581,
238,2530,2531,60.00014031,-60.00014031,FALSE,0.00115409,0,0.003868683,0.010224219,318,
239,2532,2533,60.00014031,-60.00014031,FALSE,0.001124588,0,0.002191676,0.008330632,359,
240,2533,2029,60.00014031,-60.00014031,FALSE,1.07964E-05,0,3.51712E-05,9.04107E-05,318,
241,2533,2534,60.00014031,-60.00014031,FALSE,0.002412771,0,0.002752945,0.016522409,419,
242,2535,1874,60.00014031,-60.00014031,FALSE,0.002490215,0,0.00343524,0.021317471,405,
243,202,2616,60.00014031,-60.00014031,FALSE,0.003540664,0,0.00146827,0.012644492,637,
244,2616,2536,60.00014031,-60.00014031,FALSE,0.005791047,0,0.005576454,0.035690565,430,
245,776,2537,60.00014031,-60.00014031,FALSE,0.000474207,0,0.00158962,0.004201065,318,
246,1523,2594,60.00014031,-60.00014031,FALSE,0.001243247,0,0.000507532,0.004304215,637,
247,2594,8142,60.00014031,-60.00014031,FALSE,0.001951015,0,0.005898855,0.017391046,328,
248,8142,203,60.00014031,-60.00014031,FALSE,0.003800593,0,0.005656867,0.028915992,582,
249,2538,2539,60.00014031,-60.00014031,FALSE,0.00107563,0,0.003160521,0.009064757,328,
250,2539,197,60.00014031,-60.00014031,FALSE,3.97509E-05,0,6.80795E-05,0.000303359,375,
251,2539,2545,60.00014031,-60.00014031,FALSE,0.001778282,0,0.000997046,0.009930548,517,
252,2545,8218,60.00014031,-60.00014031,FALSE,0.000727146,0,0.000412358,0.005515021,547,
253,204,2550,60.00014031,-60.00014031,FALSE,0.000976802,0,0.006114732,0.053897126,905,
254,2550,2540,60.00014031,-60.00014031,FALSE,0.000847464,0,0.022705675,0.064432124,264,
255,2540,2041,60.00014031,-60.00014031,FALSE,3.47748E-05,0,0.001060117,0.002178586,599,
256,2540,2569,60.00014031,-60.00014031,FALSE,0.000135453,0,0.004401309,0.007025249,1020,
257,2569,2548,60.00014031,-60.00014031,FALSE,2.17421E-05,0,0.000517707,0.001311337,904,
258,2552,8088,60.00014031,-60.00014031,FALSE,8.43826E-05,0,0.002009254,0.005089383,520,
259,2549,2552,60.00014031,-60.00014031,FALSE,0.000175381,0,0.006004031,0.013793705,257,
260,2548,2549,60.00014031,-60.00014031,FALSE,0.000122078,0,0.006708626,0.010174752,690,
261,2541,8089,60.00014031,-60.00014031,FALSE,0.000297703,0,0.000969825,0.002493021,318,
262,8089,2556,60.00014031,-60.00014031,FALSE,0.000536653,0,0.000316425,0.003306614,517,
263,2556,2492,60.00014031,-60.00014031,FALSE,0.000112744,0,0.000351558,0.00106754,328,
264,2492,7753,60.00014031,-60.00014031,FALSE,0.000401242,0,0.00088361,0.002659515,342,
265,2542,2543,60.00014031,-60.00014031,FALSE,0.001560409,0,0.005083286,0.013067087,318,
266,8150,8495,60.00014031,-60.00014031,FALSE,2.93821E-05,0,7.84242E-05,0.000283969,342,
267,2560,2544,60.00014031,-60.00014031,FALSE,0.005804092,0,0.005589013,0.035770949,430,
268,2544,8150,60.00014031,-60.00014031,FALSE,0.002410935,0,0.001459103,0.015638806,517,
269,2543,2560,60.00014031,-60.00014031,FALSE,0.001109031,0,0.003612863,0.009287202,318,
270,2543,2042,60.00014031,-60.00014031,FALSE,0.000545804,0,0.000837258,0.003350529,375,
271,2544,8472,60.00014031,-60.00014031,FALSE,0.001290326,0,0.004203457,0.010805387,318,
272,8229,8304,60.00014031,-60.00014031,FALSE,0.002397471,0,0.002803996,0.017238804,419,
273,2545,2546,60.00014031,-60.00014031,FALSE,0.000230281,0,0.000199814,0.001519629,450,
274,2041,2547,60.00014031,-60.00014031,FALSE,7.89E-06,0,0.000403378,0.000572621,1495,
275,2571,2562,60.00014031,-60.00014031,FALSE,0.000704957,0,0.028667366,0.056183018,241,
276,2570,2551,60.00014031,-60.00014031,FALSE,0.001686979,0,0.051424097,0.105682627,257,
277,2563,2572,60.00014031,-60.00014031,FALSE,6.88378E-05,0,0.007985889,0.006125622,224,
278,2562,2563,60.00014031,-60.00014031,FALSE,0.000104937,0,0.005259896,0.007330506,235,
