name,bus,technology,duration_hr,efficiency_charge,efficiency_discharge,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_energy_MWh,cap_existing_power_MW,cap_max_power_MW,cost_fixed_energy_USDperkWh,cost_fixed_power_USDperkW,cost_variable_USDperMWh
simple_80,80,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_81,81,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_82,82,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_83,83,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_84,84,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_85,85,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_86,86,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_87,87,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_88,88,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_89,89,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_90,90,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_91,91,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_92,92,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_93,93,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_94,94,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_95,95,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_96,96,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_97,97,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_98,98,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_99,99,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_100,100,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_101,101,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_102,102,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_103,103,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_104,104,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_105,105,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_106,106,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_107,107,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_108,108,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_109,109,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_110,110,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_111,111,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_112,112,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_113,113,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_114,114,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_115,115,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_116,116,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_117,117,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_118,118,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_119,119,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_120,120,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_121,121,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_122,122,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_123,123,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_124,124,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_125,125,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_126,126,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_127,127,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_128,128,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_129,129,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_130,130,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_131,131,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_132,132,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_133,133,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_134,134,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_135,135,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_136,136,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_137,137,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_138,138,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_139,139,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_140,140,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_141,141,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_142,142,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_143,143,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_144,144,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_145,145,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_146,146,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_147,147,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_148,148,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_149,149,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_150,150,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_151,151,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_152,152,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_153,153,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_154,154,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_155,155,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_156,156,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_157,157,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_158,158,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_159,159,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_160,160,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_161,161,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_162,162,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_163,163,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_164,164,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_165,165,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_166,166,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_167,167,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_168,168,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_169,169,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_170,170,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_171,171,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_172,172,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_173,173,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_174,174,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_175,175,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_176,176,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_177,177,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_178,178,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_179,179,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_180,180,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_181,181,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_182,182,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_183,183,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_184,184,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_185,185,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_186,186,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_187,187,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_188,188,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_189,189,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_190,190,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_191,191,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_192,192,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_193,193,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_194,194,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_195,195,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_196,196,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_197,197,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_198,198,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_199,199,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_200,200,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_201,201,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_202,202,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_203,203,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_204,204,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_205,205,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_206,206,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_207,207,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_208,208,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_209,209,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_210,210,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_211,211,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_212,212,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_213,213,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_214,214,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_215,215,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_216,216,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_217,217,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_218,218,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_219,219,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_220,220,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_221,221,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_222,222,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_223,223,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_224,224,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_225,225,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_226,226,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_227,227,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_228,228,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_229,229,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_230,230,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_231,231,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_232,232,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_233,233,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_234,234,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_235,235,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_236,236,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_237,237,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_238,238,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_239,239,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_240,240,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_241,241,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_242,242,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_243,243,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_244,244,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_245,245,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_246,246,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_247,247,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_248,248,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_249,249,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_250,250,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_251,251,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_252,252,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_253,253,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_254,254,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_255,255,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_256,256,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_257,257,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_258,258,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_259,259,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_260,260,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_261,261,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_262,262,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_263,263,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_264,264,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_265,265,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_266,266,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_267,267,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_268,268,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_269,269,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_270,270,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_271,271,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_272,272,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_273,273,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_274,274,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_275,275,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_276,276,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_277,277,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_278,278,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_279,279,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_280,280,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_281,281,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_282,282,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_283,283,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_284,284,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_285,285,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_286,286,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_287,287,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_288,288,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_289,289,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_290,290,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_291,291,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
simple_292,292,batteries,0,0.92,0.92,0,0,0,0,0,200,87.60672607,91.54813358,0
