generator,Capacity_MW
cats_113,0.0
cats_114,0.0
cats_115,0.0
cats_116,0.0
cats_117,0.0
cats_118,0.0
cats_119,0.0
cats_120,0.0
cats_121,0.0
cats_122,0.0
cats_123,0.0
cats_124,0.0
cats_125,0.0
cats_126,0.0
cats_127,0.0
cats_128,0.0
cats_129,0.0
cats_130,0.0
cats_131,0.0
cats_132,0.0
cats_133,0.0
cats_134,0.0
cats_135,0.0
cats_136,0.0
cats_137,0.0
cats_138,0.0
cats_139,0.0
cats_140,0.0
cats_141,0.0
cats_142,0.0
cats_143,0.0
cats_144,0.0
cats_145,0.0
cats_146,0.0
cats_147,0.0
cats_148,0.0
cats_149,0.0
cats_150,0.0
cats_151,0.0
cats_152,0.0
cats_153,0.0
cats_154,0.0
cats_155,0.0
cats_156,0.0
cats_157,0.0
cats_158,0.0
cats_159,0.0
cats_160,0.0
cats_161,0.0
cats_162,0.0
cats_163,0.0
cats_164,0.0
cats_165,0.0
cats_166,0.0
cats_167,0.0
cats_168,0.0
cats_169,0.0
cats_170,0.0
cats_171,0.0
cats_172,0.0
cats_173,0.0
cats_174,0.0
cats_175,0.0
cats_176,0.0
cats_177,0.0
cats_178,0.0
cats_179,0.0
cats_180,0.0
cats_181,0.0
cats_182,0.0
cats_183,0.0
cats_184,0.0
cats_185,0.0
cats_186,0.0
cats_187,0.0
cats_188,0.0
cats_189,0.0
cats_190,0.0
cats_191,0.0
cats_192,0.0
cats_193,0.0
cats_194,0.0
cats_195,0.0
cats_196,0.0
cats_197,0.0
cats_198,0.0
cats_199,0.0
cats_200,0.0
cats_201,0.0
cats_202,0.0
cats_203,0.0
cats_204,0.0
cats_205,0.0
cats_206,0.0
cats_207,0.0
cats_208,0.0
cats_209,0.0
cats_210,0.0
cats_211,0.0
cats_212,0.0
cats_213,0.0
cats_214,0.0
cats_215,0.0
cats_216,0.0
cats_217,0.0
cats_218,0.0
cats_219,0.0
cats_220,0.0
cats_221,0.0
cats_222,0.0
cats_223,0.0
cats_224,0.0
cats_225,0.0
cats_226,0.0
cats_227,0.0
cats_228,0.0
cats_229,0.0
cats_230,0.0
cats_231,0.0
cats_232,0.0
cats_233,0.0
cats_234,0.0
cats_235,0.0
cats_236,0.0
cats_237,0.0
cats_238,0.0
cats_239,0.0
cats_240,0.0
cats_241,0.0
cats_242,0.0
cats_243,0.0
cats_244,0.0
cats_245,0.0
cats_246,0.0
cats_247,0.0
cats_248,0.0
cats_249,0.0
cats_250,0.0
cats_251,0.0
cats_252,0.0
cats_253,0.0
cats_254,0.0
cats_255,0.0
cats_256,0.0
cats_257,0.0
cats_258,0.0
cats_259,0.0
cats_260,0.0
cats_261,0.0
cats_262,0.0
cats_263,0.0
cats_264,0.0
cats_265,0.0
cats_266,0.0
cats_267,0.0
cats_268,0.0
cats_269,0.0
cats_270,0.0
cats_271,0.0
cats_272,0.0
cats_273,0.0
cats_274,0.0
cats_275,0.0
cats_276,0.0
cats_277,0.0
cats_278,0.0
cats_279,0.0
cats_280,0.0
cats_281,0.0
cats_282,0.0
cats_283,0.0
cats_284,0.0
cats_285,0.0
cats_286,0.0
cats_287,0.0
cats_288,0.0
cats_289,0.0
cats_290,0.0
cats_291,0.0
cats_292,0.0
cats_293,0.0
cats_294,0.0
cats_295,0.0
cats_296,0.0
cats_297,0.0
cats_298,0.0
cats_299,0.0
cats_300,0.0
cats_301,0.0
cats_302,0.0
cats_303,0.0
cats_304,0.0
cats_305,0.0
cats_306,0.0
cats_307,0.0
cats_308,0.0
cats_309,0.0
cats_310,0.0
cats_311,0.0
cats_312,0.0
cats_313,0.0
cats_314,0.0
cats_315,0.0
cats_316,0.0
cats_317,0.0
cats_318,0.0
cats_319,0.0
cats_320,0.0
cats_321,0.0
cats_322,0.0
cats_323,0.0
cats_324,0.0
cats_325,0.0
cats_326,0.0
cats_327,0.0
cats_328,0.0
cats_329,0.0
cats_330,0.0
cats_331,0.0
cats_332,0.0
cats_333,0.0
cats_334,0.0
cats_335,0.0
cats_336,0.0
cats_337,0.0
cats_338,0.0
cats_339,0.0
cats_340,0.0
cats_341,0.0
cats_342,0.0
cats_343,0.0
cats_344,0.0
cats_345,0.0
cats_346,0.0
cats_347,0.0
cats_348,0.0
cats_349,0.0
cats_350,0.0
cats_351,0.0
cats_352,0.0
cats_353,0.0
cats_354,0.0
cats_355,0.0
cats_356,0.0
cats_357,0.0
cats_358,0.0
cats_359,0.0
cats_360,0.0
cats_361,0.0
cats_362,0.0
cats_363,0.0
cats_364,0.0
cats_365,0.0
cats_366,0.0
cats_367,0.0
cats_368,0.0
cats_369,0.0
cats_370,0.0
cats_371,0.0
cats_372,0.0
cats_373,0.0
cats_374,0.0
cats_375,0.0
cats_376,0.0
cats_377,0.0
cats_378,0.0
cats_379,0.0
cats_380,0.0
cats_381,0.0
cats_382,0.0
cats_383,0.0
cats_384,0.0
cats_385,0.0
cats_386,0.0
cats_387,0.0
cats_388,0.0
cats_389,0.0
cats_390,0.0
cats_391,0.0
cats_392,0.0
cats_393,0.0
cats_394,0.0
cats_395,0.0
cats_396,0.0
cats_397,0.0
cats_398,0.0
cats_399,0.0
cats_400,0.0
cats_401,0.0
cats_402,0.0
cats_403,0.0
cats_404,0.0
cats_405,0.0
cats_406,0.0
cats_407,0.0
cats_408,0.0
cats_409,0.0
cats_410,0.0
cats_411,0.0
cats_412,0.0
cats_413,0.0
cats_414,0.0
cats_415,0.0
cats_416,0.0
cats_417,0.0
cats_418,0.0
cats_419,0.0
cats_420,0.0
cats_421,0.0
cats_422,0.0
cats_423,0.0
cats_424,0.0
cats_425,0.0
cats_426,0.0
cats_427,0.0
cats_428,0.0
cats_429,0.0
cats_430,0.0
cats_431,0.0
cats_432,0.0
cats_433,0.0
cats_434,0.0
cats_435,0.0
cats_436,0.0
cats_437,0.0
cats_438,0.0
cats_439,0.0
cats_440,0.0
cats_441,0.0
cats_442,0.0
cats_443,0.0
cats_444,0.0
cats_445,0.0
cats_446,0.0
cats_447,0.0
cats_448,0.0
cats_449,0.0
cats_450,0.0
cats_451,0.0
cats_452,0.0
cats_453,0.0
cats_454,0.0
cats_455,0.0
cats_456,0.0
cats_457,0.0
cats_458,0.0
cats_459,0.0
cats_460,0.0
cats_461,0.0
cats_462,0.0
cats_463,0.0
cats_464,0.0
cats_465,0.0
cats_466,0.0
cats_467,0.0
cats_468,0.0
cats_469,0.0
cats_470,0.0
cats_471,0.0
cats_472,0.0
cats_473,0.0
cats_474,0.0
cats_475,0.0
cats_476,0.0
cats_477,0.0
cats_478,0.0
cats_479,0.0
cats_480,0.0
cats_481,0.0
cats_482,0.0
cats_483,0.0
cats_484,0.0
cats_485,0.0
cats_486,0.0
cats_487,0.0
cats_488,0.0
cats_489,0.0
cats_490,0.0
cats_491,0.0
cats_492,0.0
cats_493,0.0
cats_494,0.0
cats_495,0.0
cats_496,0.0
cats_497,0.0
cats_498,0.0
cats_499,0.0
cats_500,0.0
cats_501,0.0
cats_502,0.0
cats_503,0.0
cats_504,0.0
cats_505,0.0
cats_506,0.0
cats_507,0.0
cats_508,0.0
cats_509,0.0
cats_510,0.0
cats_511,0.0
cats_512,0.0
cats_513,0.0
cats_514,0.0
cats_515,0.0
cats_516,0.0
cats_517,0.0
cats_518,0.0
cats_519,0.0
cats_520,0.0
cats_521,0.0
cats_522,0.0
cats_523,0.0
cats_524,0.0
cats_525,0.0
cats_526,0.0
cats_527,0.0
cats_633,0.0
cats_634,0.0
cats_635,0.0
cats_636,0.0
cats_637,0.0
cats_638,0.0
cats_639,0.0
cats_640,0.0
cats_641,0.0
cats_642,0.0
cats_643,0.0
cats_644,0.0
cats_645,0.0
cats_646,0.0
cats_647,0.0
cats_648,0.0
cats_649,0.0
cats_650,0.0
cats_651,0.0
cats_652,0.0
cats_653,0.0
cats_654,0.0
cats_655,0.0
cats_656,0.0
cats_657,0.0
cats_658,0.0
cats_659,0.0
cats_660,0.0
cats_661,0.0
cats_662,0.0
cats_663,0.0
cats_664,0.0
cats_665,0.0
cats_666,0.0
cats_667,0.0
cats_668,0.0
cats_669,0.0
cats_670,0.0
cats_671,0.0
cats_672,0.0
cats_673,0.0
cats_674,0.0
cats_675,0.0
cats_676,0.0
cats_677,0.0
cats_678,0.0
cats_679,0.0
cats_680,0.0
cats_681,0.0
cats_682,0.0
cats_683,0.0
cats_684,0.0
cats_685,0.0
cats_686,0.0
cats_687,0.0
cats_688,0.0
cats_689,0.0
cats_690,0.0
cats_691,0.0
cats_692,0.0
cats_693,0.0
cats_694,0.0
cats_695,0.0
cats_696,0.0
cats_697,0.0
cats_698,0.0
cats_699,0.0
cats_700,0.0
cats_701,0.0
cats_702,0.0
cats_703,0.0
cats_704,0.0
cats_705,0.0
cats_706,0.0
cats_707,0.0
cats_708,0.0
cats_709,0.0
cats_710,0.0
cats_711,0.0
cats_712,0.0
cats_713,0.0
cats_714,0.0
cats_715,0.0
cats_716,0.0
cats_717,0.0
cats_718,0.0
cats_719,0.0
cats_720,0.0
cats_721,0.0
cats_722,0.0
cats_723,0.0
cats_724,0.0
cats_725,0.0
cats_726,0.0
cats_727,0.0
cats_728,0.0
cats_729,0.0
cats_730,0.0
cats_731,0.0
cats_732,0.0
cats_733,0.0
cats_734,0.0
cats_735,0.0
cats_736,0.0
cats_737,0.0
cats_738,0.0
cats_739,0.0
cats_740,0.0
cats_741,0.0
cats_742,0.0
cats_743,0.0
cats_744,0.0
cats_745,0.0
cats_746,0.0
cats_747,0.0
cats_748,0.0
cats_749,0.0
cats_750,0.0
cats_751,0.0
cats_752,0.0
cats_753,0.0
cats_754,0.0
cats_1489,0.0
cats_1490,0.0
cats_1491,0.0
cats_1492,0.0
cats_1493,0.0
cats_1494,0.0
cats_1495,0.0
cats_1496,0.0
cats_1497,0.0
cats_1498,0.0
cats_1499,0.0
cats_1500,0.0
cats_1501,0.0
cats_1502,0.0
cats_1503,0.0
cats_1504,0.0
cats_1505,0.0
cats_1506,0.0
cats_1507,0.0
cats_1508,0.0
