Index,"('infinite_sources_0', 'i_bus_d')","('infinite_sources_0', 'i_bus_q')","('infinite_sources_1', 'i_bus_d')","('infinite_sources_1', 'i_bus_q')","('infinite_sources_2', 'i_bus_d')","('infinite_sources_2', 'i_bus_q')","('pa_rc_0', 'v_bus_D')","('pa_rc_0', 'v_bus_Q')","('pa_rc_1', 'v_bus_D')","('pa_rc_1', 'v_bus_Q')","('pa_rc_2', 'v_bus_D')","('pa_rc_2', 'v_bus_Q')","('pa_rc_3', 'v_bus_D')","('pa_rc_3', 'v_bus_Q')","('pa_rc_4', 'v_bus_D')","('pa_rc_4', 'v_bus_Q')","('pa_rc_5', 'v_bus_D')","('pa_rc_5', 'v_bus_Q')","('pa_rc_6', 'v_bus_D')","('pa_rc_6', 'v_bus_Q')","('pa_rc_7', 'v_bus_D')","('pa_rc_7', 'v_bus_Q')","('pa_rc_8', 'v_bus_D')","('pa_rc_8', 'v_bus_Q')","('se_rl_0', 'i_br_D')","('se_rl_0', 'i_br_Q')","('se_rl_1', 'i_br_D')","('se_rl_1', 'i_br_Q')","('se_rl_2', 'i_br_D')","('se_rl_2', 'i_br_Q')","('se_rl_3', 'i_br_D')","('se_rl_3', 'i_br_Q')","('se_rl_4', 'i_br_D')","('se_rl_4', 'i_br_Q')","('se_rl_5', 'i_br_D')","('se_rl_5', 'i_br_Q')","('se_rl_6', 'i_br_D')","('se_rl_6', 'i_br_Q')","('se_rl_7', 'i_br_D')","('se_rl_7', 'i_br_Q')","('se_rl_8', 'i_br_D')","('se_rl_8', 'i_br_Q')"
"('pa_rc_2', 'v_bus_Q')",0.0,0.0,0.0,0.0,14877.7274839734,376697.4337589776,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376991.1184307751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('pa_rc_3', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,-17951.9580205131,0.0,-17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('pa_rc_3', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,-17951.9580205131,0.0,-17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('pa_rc_4', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,-18849.55592153876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('pa_rc_4', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,-18849.55592153876,0.0,0.0,0.0,0.0,0.0,0.0
"('pa_rc_5', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,-18849.55592153876,0.0,0.0,0.0,0.0,0.0
"('pa_rc_5', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,0.0,0.0,-18849.55592153876,0.0,0.0,0.0,0.0
"('pa_rc_6', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,-17951.9580205131,0.0,0.0,0.0
"('pa_rc_6', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,-17951.9580205131,0.0,0.0
"('pa_rc_7', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,-18849.55592153876,0.0
"('pa_rc_7', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18849.55592153876,0.0,-18849.55592153876
"('pa_rc_8', 'v_bus_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,376.99111843077515,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,17951.9580205131,0.0
"('pa_rc_8', 'v_bus_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-376.99111843077515,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9580205131,0.0,0.0,0.0,17951.9580205131
"('se_rl_0', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,6544.984694978735,0.0,0.0,0.0,0.0,0.0,-6544.984694978735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.44984694978736,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_0', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6544.984694978735,0.0,0.0,0.0,0.0,0.0,-6544.984694978735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-65.44984694978736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_1', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6031.857894892402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6031.857894892402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.31857894892403,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_1', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6031.857894892402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6031.857894892402,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-60.31857894892403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_2', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6433.295536361351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6433.295536361351,0.0,0.0,0.0,0.0,0.0,-64.33295536361351,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_2', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6433.295536361351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6433.295536361351,0.0,0.0,0.0,0.0,-376.99111843077515,-64.33295536361351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_3', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.987035746693,0.0,-5543.987035746693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.43987035746694,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_3', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.987035746693,0.0,-5543.987035746693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-55.43987035746694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_4', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.7295481606,0.0,0.0,0.0,-4097.7295481606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.6614023187302,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_4', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.7295481606,0.0,0.0,0.0,-4097.7295481606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-69.6614023187302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_5', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.559741806057,0.0,0.0,0.0,-2341.559741806057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.92991173779382,376.99111843077515,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_5', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.559741806057,0.0,0.0,0.0,-2341.559741806057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-74.92991173779382,0.0,0.0,0.0,0.0,0.0,0.0
"('se_rl_6', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.108851730582,0.0,0.0,0.0,0.0,0.0,-2169.108851730582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.59524521749269,376.99111843077515,0.0,0.0,0.0,0.0
"('se_rl_6', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.108851730582,0.0,0.0,0.0,0.0,0.0,-2169.108851730582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-84.59524521749269,0.0,0.0,0.0,0.0
"('se_rl_7', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6544.984694978735,0.0,-6544.984694978735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.63236990731925,376.99111843077515,0.0,0.0
"('se_rl_7', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6544.984694978735,0.0,-6544.984694978735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-55.63236990731925,0.0,0.0
"('se_rl_8', 'i_br_D')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.991254273563,0.0,-3739.991254273563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.505895925855405,376.99111843077515
"('se_rl_8', 'i_br_Q')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.991254273563,0.0,-3739.991254273563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.99111843077515,-44.505895925855405
