name,from_bus,to_bus,angle_max_deg,angle_min_deg,expand_capacity,b_pu,g_pu,r_pu,x_pu,cap_existing_power_MW,cost_fixed_power_USDperkW
70,2453,2450,360,-360,FALSE,0.000597712,0,0.016014366,0.045443896,64,0
71,2454,2453,360,-360,FALSE,0.000192019,0,0.001104291,0.003739743,110,0
72,2454,2455,360,-360,FALSE,0.000358078,0,0.002059292,0.006973909,110,0
73,2454,2365,360,-360,FALSE,0.00033719,0,0.001012908,0.005518201,308,0
74,2455,2456,360,-360,FALSE,0.000212274,0,0.009721855,0.017541482,78,0
75,2456,8021,360,-360,FALSE,0.000771123,0,0.004434613,0.015018186,110,0
76,2448,2457,360,-360,FALSE,0.000723765,0,0.011159229,0.018720069,64,0
77,2457,6733,360,-360,FALSE,0.000105528,0,0.00257262,0.006667375,64,0
78,6733,2458,360,-360,FALSE,0.000133365,0,0.00416078,0.008744835,57,0
79,2439,1868,360,-360,FALSE,2.25854E-05,0,0.000727344,0.000681226,70,0
80,5699,2032,360,-360,FALSE,0.00099988,0,0.010152184,0.022386969,80,0
81,2459,780,360,-360,FALSE,0.192198063,0,0.003192287,0.054255835,1023,0
82,8185,2459,360,-360,FALSE,0.02427521,0,0.000885262,0.012179896,1158,0
83,8204,8522,360,-360,FALSE,0.196516247,0,0.015078694,0.09819633,366,0
84,2385,2460,360,-360,FALSE,6.18506E-05,0,0.004455976,0.004377275,30,0
85,2465,2461,360,-360,FALSE,0.00021546,0,0.011840255,0.017957737,35,0
86,6742,2465,360,-360,FALSE,0.00063423,0,0.075288796,0.059015489,24,0
87,2461,2387,360,-360,FALSE,3.35E-06,0,0.00025138,0.000256682,30,0
88,2460,6742,360,-360,FALSE,0.001221636,0,0.088007898,0.086456601,30,0
89,2460,2462,360,-360,FALSE,0.00015992,0,0.018984254,0.014880672,24,0
90,2462,2386,360,-360,FALSE,0.000209923,0,0.016281686,0.017129926,30,0
91,2461,2463,360,-360,FALSE,7.79752E-05,0,0.009256507,0.007255641,24,0
92,2463,2462,360,-360,FALSE,7.1505E-05,0,0.002701476,0.004947968,41,0
93,2463,2464,360,-360,FALSE,0.000580074,0,0.021467881,0.03858588,41,0
94,2475,2469,360,-360,FALSE,0.000257168,0,0.028022293,0.0202571,24,0
95,2471,2394,360,-360,FALSE,4.78E-06,0,0.000554763,0.000425534,24,0
96,2471,2470,360,-360,FALSE,9.83E-06,0,0.001090825,0.00080255,24,0
97,2469,2470,360,-360,FALSE,5.51851E-05,0,0.002703506,0.003688425,35,0
98,2464,2475,360,-360,FALSE,0.000173162,0,0.005513221,0.011814504,57,0
99,2464,2391,360,-360,FALSE,7.82098E-05,0,0.003999847,0.005678045,35,0
100,2465,2466,360,-360,FALSE,0.000150829,0,0.011110325,0.011142801,30,0
101,2466,2388,360,-360,FALSE,5.88002E-05,0,0.001792536,0.003683739,57,0
102,2466,2467,360,-360,FALSE,0.000240059,0,0.009762219,0.019132099,41,0
103,2467,2391,360,-360,FALSE,6.17401E-05,0,0.004637505,0.004735323,30,0
104,2467,2468,360,-360,FALSE,0.000252483,0,0.009866997,0.018648171,41,0
105,2468,2392,360,-360,FALSE,5.33E-06,0,0.000568404,0.000402628,24,0
106,2468,2469,360,-360,FALSE,0.0002096,0,0.011518222,0.017469318,35,0
107,2470,2393,360,-360,FALSE,0.000134252,0,0.007096387,0.010387468,35,0
108,2397,2477,360,-360,FALSE,1.26934E-05,0,0.000914486,0.000898335,30,0
109,2477,2396,360,-360,FALSE,0.000259204,0,0.012992405,0.018107009,35,0
110,2396,2472,360,-360,FALSE,0.000293382,0,0.012059914,0.023877511,41,0
111,2472,2395,360,-360,FALSE,2.14985E-05,0,0.000535047,0.001414384,64,0
112,2471,2470,360,-360,FALSE,9.41E-06,0,0.001092126,0.000837722,24,0
113,2472,2474,360,-360,FALSE,2.05493E-05,0,0.00074286,0.001306403,41,0
114,2474,2473,360,-360,FALSE,0.000190379,0,0.02074466,0.014996138,24,0
115,2474,2471,360,-360,FALSE,0.000212716,0,0.005476536,0.01496127,64,0
116,2475,2473,360,-360,FALSE,0.000283116,0,0.023038858,0.025339872,30,0
117,2476,2390,360,-360,FALSE,3.56279E-05,0,0.00395541,0.002910103,24,0
118,2473,2476,360,-360,FALSE,0.000278313,0,0.0114405,0.022651124,41,0
119,2476,2389,360,-360,FALSE,8.39303E-05,0,0.006509676,0.006848809,30,0
120,2477,2272,360,-360,FALSE,0.000806493,0,0.03279618,0.064274937,41,0
121,8619,2330,360,-360,FALSE,8.77E-06,0,0.000448571,0.000636775,35,0
122,2330,8563,360,-360,FALSE,0.000693061,0,0.028183626,0.055234958,41,0
123,2478,1446,360,-360,FALSE,0.006934167,0,0.020950642,0.061786123,256,0
124,2479,1446,360,-360,FALSE,0.000540108,0,0.000638683,0.003968425,219,0
125,2480,1446,360,-360,FALSE,0.00049022,0,0.00148219,0.004369779,128,0
126,2481,2487,360,-360,FALSE,0.025472179,0,0.080933471,0.203648563,118,0
127,2487,2486,360,-360,FALSE,1.0456E-05,0,3.40624E-05,8.75605E-05,118,0
128,2486,2482,360,-360,FALSE,0.00410591,0,0.013374996,0.034382538,118,0
129,8444,2478,360,-360,FALSE,0.010756284,0,0.029526302,0.079473042,256,0
130,8444,2483,360,-360,FALSE,0.008351641,0,0.028864899,0.078595862,118,0
131,2484,2489,360,-360,FALSE,0.006619278,0,0.014042449,0.057993027,318,0
132,2489,8336,360,-360,FALSE,0.027458645,0,0.089216849,0.229617762,118,0
133,1446,2485,360,-360,FALSE,0.001208654,0,0.002355508,0.008953364,159,0
134,8000,2486,360,-360,FALSE,0.000350162,0,0.000838584,0.002735073,142,0
135,8000,2487,360,-360,FALSE,0.000340452,0,0.00108407,0.002725055,118,0
136,2488,2489,360,-360,FALSE,0.000433758,0,0.000742877,0.003310225,175,0
137,8234,8486,360,-360,FALSE,0.075168652,0,0.00614914,0.042449093,732,0
138,778,2528,360,-360,FALSE,1.71196E-05,0,3.20004E-05,0.000155297,175,0
139,2618,775,360,-360,FALSE,1.949E-05,0,1.75382E-05,0.000138175,250,0
140,2534,2500,360,-360,FALSE,0.00378957,0,0.001571484,0.013533367,437,0
141,2528,2534,360,-360,FALSE,0.004545919,0,0.006533069,0.03227507,191,0
142,2500,2618,360,-360,FALSE,0.006328128,0,0.007770532,0.050054075,219,0
143,8328,2622,360,-360,FALSE,0.042113547,0,0.003521842,0.024711831,732,0
144,2622,8486,360,-360,FALSE,0.000227634,0,1.52014E-05,0.000107514,383,0
145,7753,2498,360,-360,FALSE,0.014266589,0,0.012114339,0.103921648,261,0
146,2498,1718,360,-360,FALSE,0.004105674,0,0.014544856,0.040560504,118,0
147,203,2538,360,-360,FALSE,0.000782513,0,0.000287502,0.002200478,437,0
148,2546,2490,360,-360,FALSE,0.003325558,0,0.005117,0.024969981,185,0
149,2538,2546,360,-360,FALSE,0.001684117,0,0.004033164,0.013154372,142,0
150,2491,2575,360,-360,FALSE,0.003513327,0,0.005332669,0.027777507,191,0
151,2575,8306,360,-360,FALSE,0.006133115,0,0.021725459,0.060587027,118,0
152,2542,2492,360,-360,FALSE,0.001144136,0,0.002229773,0.008475438,159,0
153,8306,2542,360,-360,FALSE,0.00130902,0,0.000365492,0.004077853,523,0
154,2491,8329,360,-360,FALSE,0.000253556,0,0.000129356,0.000896871,381,0
155,8235,198,360,-360,FALSE,0.036748088,0,0.044929977,0.289929958,219,0
156,7753,7611,360,-360,FALSE,0.000327568,0,0.000259365,0.001806834,250,0
157,7611,2619,360,-360,FALSE,0.050537933,0,0.061546066,0.397797986,177.755244,0
158,2619,8235,360,-360,FALSE,0.004937466,0,0.004533768,0.036423688,250,0
159,200,8141,360,-360,FALSE,0.001058194,0,0.122756307,0.094165141,24,0
160,8487,2611,360,-360,FALSE,0.00450209,0,0.011359223,0.038967256,142,0
161,2611,2493,360,-360,FALSE,0.003991249,0,0.012708292,0.031945944,118,0
162,2494,198,360,-360,FALSE,0.004506689,0,0.011159836,0.037601218,142,0
163,2494,7753,360,-360,FALSE,0.023919013,0,0.027927404,0.17181573,219,0
164,198,8768,360,-360,FALSE,0.044445938,0,0.045313102,0.353423715,200.0733825,0
165,205,2506,360,-360,FALSE,0.012230908,0,0.011041291,0.100446442,261,0
166,2506,1043,360,-360,FALSE,0.006431621,0,0.02054891,0.063907473,128,0
167,2495,2496,360,-360,FALSE,0.001170532,0,0.003095804,0.008023307,128,0
168,1718,1528,360,-360,FALSE,0.024339202,0,0.047347517,0.180109905,159,0
169,7765,2408,360,-360,FALSE,0.003250284,0,0.010895066,0.028794109,118,0
170,7765,2497,360,-360,FALSE,0.001766885,0,0.001572231,0.0122539,250,0
171,2497,2498,360,-360,FALSE,0.027003295,0,0.077364791,0.217253414,128,0
172,196,2497,360,-360,FALSE,0.000726106,0,0.000411768,0.005507129,347,0
173,2499,2617,360,-360,FALSE,8.82876E-05,0,0.002273036,0.006209671,64,0
174,2617,8305,360,-360,FALSE,0.001194153,0,0.032340962,0.09275955,64,0
175,7764,195,360,-360,FALSE,0.003401248,0,0.139759104,0.276764154,41,0
176,2500,2501,360,-360,FALSE,5.11692E-05,0,0.000166693,0.0004285,118,0
177,777,2523,360,-360,FALSE,0.011323823,0,0.019030017,0.101177606,185,0
178,2523,2521,360,-360,FALSE,0.003013256,0,0.003704697,0.020555497,205,0
179,2521,1872,360,-360,FALSE,4.52461E-05,0,4.02618E-05,0.000313798,250,0
180,8235,774,360,-360,FALSE,0.005542549,0,0.013583573,0.045315475,142,0
181,196,2502,360,-360,FALSE,0.001055186,0,0.001147974,0.006583009,219,0
182,1718,2503,360,-360,FALSE,0.003789367,0,0.012343965,0.031731985,118,0
183,2503,1719,360,-360,FALSE,2.59035E-05,0,4.57074E-05,0.000209683,175,0
184,2503,194,360,-360,FALSE,0.004392859,0,0.011617564,0.030109616,128,0
185,1872,2504,360,-360,FALSE,0.000661907,0,0.00221882,0.005863924,118,0
186,2504,8235,360,-360,FALSE,0.000928579,0,0.001428829,0.006972343,370,0
187,2504,8235,360,-360,FALSE,0.001743304,0,0.005679085,0.01459866,118,0
188,8234,2505,360,-360,FALSE,0.036444974,0,0.000839388,0.010703627,834,0
189,202,182,360,-360,FALSE,0.008347286,0,0.012667454,0.065989066,191,0
190,182,2506,360,-360,FALSE,0.005414053,0,0.005607139,0.038489614,230,0
191,2507,1869,360,-360,FALSE,0.001581118,0,0.001306914,0.00948862,250,0
192,771,5545,360,-360,FALSE,3.64998E-05,0,6.1039E-05,0.000265665,175,0
193,5545,5543,360,-360,FALSE,0.000892477,0,0.000758305,0.006503419,261,0
194,5543,5527,360,-360,FALSE,0.001577996,0,0.001298909,0.010805621,261,0
195,5527,2507,360,-360,FALSE,0.003493091,0,0.003962885,0.029695993,230,0
196,2507,1525,360,-360,FALSE,1.82016E-05,0,4.50756E-05,0.00015187,142,0
197,1869,2508,360,-360,FALSE,0.002854561,0,0.002785307,0.023723718,250,0
198,2508,2509,360,-360,FALSE,0.000887093,0,0.00107012,0.006777736,219,0
199,2509,2028,360,-360,FALSE,2.29582E-05,0,4.05102E-05,0.000185841,175,0
200,2509,2526,360,-360,FALSE,0.002439571,0,0.001201527,0.008046169,381,0
201,2526,2511,360,-360,FALSE,0.000196455,0,0.000598743,0.001442854,118,0
202,2511,2510,360,-360,FALSE,1.72966E-05,0,5.07184E-05,0.00011773,118,0
203,2511,2519,360,-360,FALSE,0.000367948,0,0.000881179,0.002873999,142,0
204,2519,2512,360,-360,FALSE,0.001622354,0,0.000981861,0.01052364,317,0
205,2513,1872,360,-360,FALSE,0.002708272,0,0.009078332,0.023992608,118,0
206,770,2518,360,-360,FALSE,8.01162E-05,0,0.000260994,0.000670907,118,0
207,2518,2515,360,-360,FALSE,0.001115873,0,0.003553158,0.00893168,118,0
208,2515,2514,360,-360,FALSE,9.91E-06,0,3.15424E-05,7.92889E-05,118,0
209,2515,2516,360,-360,FALSE,0.000444468,0,0.0013033,0.003025275,118,0
210,2516,2508,360,-360,FALSE,0.00074547,0,0.000396686,0.004990049,347,0
211,2508,2517,360,-360,FALSE,0.000633337,0,0.000549546,0.004179411,250,0
212,2520,1870,360,-360,FALSE,0.000129622,0,0.000441772,0.001186,118,0
213,2517,2520,360,-360,FALSE,0.002783159,0,0.001136161,0.009635456,437,0
214,2516,2517,360,-360,FALSE,0.000480255,0,0.000561698,0.003453266,219,0
215,2518,2519,360,-360,FALSE,0.000483427,0,0.001539331,0.003869457,118,0
216,2520,2522,360,-360,FALSE,0.00106178,0,0.000346469,0.003920886,501,0
217,2522,779,360,-360,FALSE,0.000620514,0,0.000460678,0.004942809,293,0
218,779,2521,360,-360,FALSE,0.003408177,0,0.002698485,0.018798869,250,0
219,2522,2523,360,-360,FALSE,0.001698705,0,0.001001595,0.010466617,317,0
220,1527,6648,360,-360,FALSE,0.000349044,0,0.001023491,0.002375769,118,0
221,6648,2524,360,-360,FALSE,0.001195193,0,0.003161025,0.008192338,128,0
222,2524,1873,360,-360,FALSE,2.84039E-05,0,9.52146E-05,0.000251634,118,0
223,2524,2525,360,-360,FALSE,0.001639821,0,0.003927084,0.012808385,142,0
224,2525,772,360,-360,FALSE,3.75578E-05,0,4.61773E-05,0.000256212,205,0
225,2525,2527,360,-360,FALSE,0.000608827,0,0.001394511,0.004358742,142,0
226,2527,2526,360,-360,FALSE,0.00170602,0,0.002149968,0.012221268,205,0
227,2527,1874,360,-360,FALSE,0.003403169,0,0.005111389,0.024361298,185,0
228,1872,2531,360,-360,FALSE,0.000892217,0,0.002851096,0.008866302,128,0
229,2537,2536,360,-360,FALSE,0.001724849,0,0.002120681,0.011766508,205,0
230,2536,188,360,-360,FALSE,3.06122E-05,0,7.72434E-05,0.000264971,142,0
231,2535,2532,360,-360,FALSE,0.006188097,0,0.00771647,0.050458024,219,0
232,2532,2537,360,-360,FALSE,0.005290136,0,0.004777588,0.043456049,261,0
233,2531,2535,360,-360,FALSE,0.002865097,0,0.001411101,0.00944962,381,0
234,2528,2530,360,-360,FALSE,0.00088534,0,0.002829122,0.008797967,128,0
235,2530,2529,360,-360,FALSE,0.001107872,0,0.001631354,0.008252221,191,0
236,2529,1871,360,-360,FALSE,2.34597E-05,0,7.86407E-05,0.000207832,118,0
237,2529,1872,360,-360,FALSE,0.001361318,0,0.000625852,0.003920309,381,0
238,2530,2531,360,-360,FALSE,0.00115409,0,0.003868683,0.010224219,118,0
239,2532,2533,360,-360,FALSE,0.001124588,0,0.002191676,0.008330632,159,0
240,2533,2029,360,-360,FALSE,1.07964E-05,0,3.51712E-05,9.04107E-05,118,0
241,2533,2534,360,-360,FALSE,0.002412771,0,0.002752945,0.016522409,219,0
242,2535,1874,360,-360,FALSE,0.002490215,0,0.00343524,0.021317471,205,0
243,202,2616,360,-360,FALSE,0.003540664,0,0.00146827,0.012644492,437,0
244,2616,2536,360,-360,FALSE,0.005791047,0,0.005576454,0.035690565,230,0
245,776,2537,360,-360,FALSE,0.000474207,0,0.00158962,0.004201065,118,0
246,1523,2594,360,-360,FALSE,0.001243247,0,0.000507532,0.004304215,437,0
247,2594,8142,360,-360,FALSE,0.001951015,0,0.005898855,0.017391046,128,0
248,8142,203,360,-360,FALSE,0.003800593,0,0.005656867,0.028915992,191,0
249,2538,2539,360,-360,FALSE,0.00107563,0,0.003160521,0.009064757,128,0
250,2539,197,360,-360,FALSE,3.97509E-05,0,6.80795E-05,0.000303359,175,0
251,2539,2545,360,-360,FALSE,0.001778282,0,0.000997046,0.009930548,317,0
252,2545,8218,360,-360,FALSE,0.000727146,0,0.000412358,0.005515021,347,0
253,204,2550,360,-360,FALSE,0.000976802,0,0.006114732,0.053897126,141,0
254,2550,2540,360,-360,FALSE,0.000847464,0,0.022705675,0.064432124,64,0
255,2540,2041,360,-360,FALSE,3.47748E-05,0,0.001060117,0.002178586,57,0
256,2540,2569,360,-360,FALSE,0.000135453,0,0.004401309,0.007025249,41,0
257,2569,2548,360,-360,FALSE,2.17421E-05,0,0.000517707,0.001311337,64,0
258,2552,8088,360,-360,FALSE,8.43826E-05,0,0.002009254,0.005089383,64,0
259,2549,2552,360,-360,FALSE,0.000175381,0,0.006004031,0.013793705,57,0
260,2548,2549,360,-360,FALSE,0.000122078,0,0.006708626,0.010174752,35,0
261,2541,8089,360,-360,FALSE,0.000297703,0,0.000969825,0.002493021,118,0
262,8089,2556,360,-360,FALSE,0.000536653,0,0.000316425,0.003306614,317,0
263,2556,2492,360,-360,FALSE,0.000112744,0,0.000351558,0.00106754,128,0
264,2492,7753,360,-360,FALSE,0.000401242,0,0.00088361,0.002659515,142,0
265,2542,2543,360,-360,FALSE,0.001560409,0,0.005083286,0.013067087,118,0
266,8150,8495,360,-360,FALSE,2.93821E-05,0,7.84242E-05,0.000283969,142,0
267,2560,2544,360,-360,FALSE,0.005804092,0,0.005589013,0.035770949,230,0
268,2544,8150,360,-360,FALSE,0.002410935,0,0.001459103,0.015638806,317,0
269,2543,2560,360,-360,FALSE,0.001109031,0,0.003612863,0.009287202,118,0
270,2543,2042,360,-360,FALSE,0.000545804,0,0.000837258,0.003350529,175,0
271,2544,8472,360,-360,FALSE,0.001290326,0,0.004203457,0.010805387,118,0
272,8229,8304,360,-360,FALSE,0.002397471,0,0.002803996,0.017238804,219,0
273,2545,2546,360,-360,FALSE,0.000230281,0,0.000199814,0.001519629,250,0
274,2041,2547,360,-360,FALSE,7.89E-06,0,0.000403378,0.000572621,35,0
275,2571,2562,360,-360,FALSE,0.000704957,0,0.028667366,0.056183018,41,0
276,2570,2551,360,-360,FALSE,0.001686979,0,0.051424097,0.105682627,57,0
277,2563,2572,360,-360,FALSE,6.88378E-05,0,0.007985889,0.006125622,24,0
278,2562,2563,360,-360,FALSE,0.000104937,0,0.005259896,0.007330506,35,0
279,2551,2571,360,-360,FALSE,0.000462516,0,0.016002896,0.037152671,57,0
280,2547,2570,360,-360,FALSE,0.000400136,0,0.03256142,0.035813581,30,0
281,2041,7752,360,-360,FALSE,0.00065224,0,0.025489169,0.048173633,41,0
282,2547,8228,360,-360,FALSE,0.000187948,0,0.007100709,0.013005516,41,0
283,2548,2554,360,-360,FALSE,0.000220116,0,0.011635097,0.017031099,35,0
284,2554,7752,360,-360,FALSE,0.000337616,0,0.013878227,0.027477616,41,0
285,2549,8667,360,-360,FALSE,0.000437356,0,0.01184527,0.033973701,64,0
286,8668,189,360,-360,FALSE,0.000951757,0,0.002332785,0.007781943,142,0
287,2550,8667,360,-360,FALSE,0.00046432,0,0.012575573,0.036068314,64,0
288,8667,2551,360,-360,FALSE,0.000474073,0,0.012839697,0.036825859,64,0
289,2549,2553,360,-360,FALSE,3.6562E-05,0,0.00138132,0.002529997,41,0
290,2553,2552,360,-360,FALSE,0.000234302,0,0.012384948,0.01812871,35,0
291,2553,2554,360,-360,FALSE,0.000141618,0,0.003030151,0.006929825,64,0
292,2555,2556,360,-360,FALSE,0.0001086,0,0.000375446,0.00102217,118,0
293,8088,2557,360,-360,FALSE,0.000154623,0,0.011614277,0.011859261,30,0
294,2557,7752,360,-360,FALSE,9.74766E-05,0,0.010621545,0.007678216,24,0
295,8088,7752,360,-360,FALSE,0.000233264,0,0.009485901,0.018590568,41,0
296,2557,7752,360,-360,FALSE,9.26415E-05,0,0.006824131,0.006844076,30,0
297,8088,2558,360,-360,FALSE,3.30835E-05,0,0.001620755,0.002211215,35,0
298,2559,2561,360,-360,FALSE,0.000345143,0,0.014187633,0.028090213,41,0
299,2561,7752,360,-360,FALSE,0.0007568,0,0.030775509,0.060314687,41,0
300,2582,8471,360,-360,FALSE,0.001132457,0,0.040937024,0.071993654,41,0
301,2559,8471,360,-360,FALSE,0.001065949,0,0.038532967,0.067765635,41,0
302,2560,7753,360,-360,FALSE,0.000582249,0,0.000518108,0.004038097,250,0
303,2561,2562,360,-360,FALSE,0.000448042,0,0.024881964,0.038116438,35,0
304,2563,2565,360,-360,FALSE,0.00103568,0,0.074612335,0.07329642,30,0
305,2565,2564,360,-360,FALSE,3.37E-06,0,0.000165146,0.00022531,35,0
306,2565,2621,360,-360,FALSE,3.08441E-05,0,0.003424311,0.002519358,24,0
307,2621,2573,360,-360,FALSE,0.000228654,0,0.024915315,0.01801108,24,0
308,2573,2566,360,-360,FALSE,0.000769751,0,0.030081287,0.056852725,41,0
309,2566,8494,360,-360,FALSE,2.41209E-05,0,0.000911293,0.001669106,41,0
310,2566,2564,360,-360,FALSE,0.001046972,0,0.116230408,0.085517495,24,0
311,8495,1713,360,-360,FALSE,0.000888865,0,0.000713327,0.005789663,261,0
312,8150,2567,360,-360,FALSE,0.00039088,0,0.000339167,0.002579433,250,0
313,2567,1713,360,-360,FALSE,0.000325696,0,0.001061016,0.002727436,118,0
314,2567,7924,360,-360,FALSE,0.001210434,0,0.000596161,0.003992255,381,0
315,8710,181,360,-360,FALSE,0.000113419,0,0.000353662,0.001073929,128,0
316,2596,8710,360,-360,FALSE,0.000463371,0,0.00052088,0.002650386,205,0
317,7853,2596,360,-360,FALSE,0.002228046,0,0.001136673,0.007880959,381,0
318,8327,7853,360,-360,FALSE,0.001218492,0,0.001751229,0.008651327,191,0
319,7924,8327,360,-360,FALSE,0.000383389,0,0.000341155,0.002658935,250,0
320,8149,2568,360,-360,FALSE,0.000263963,0,0.008235206,0.017308187,57,0
321,2568,7923,360,-360,FALSE,0.000140448,0,0.006202258,0.007698892,35,0
322,2568,2582,360,-360,FALSE,5.79E-06,0,0.000209462,0.000368362,41,0
323,2569,8295,360,-360,FALSE,0.00211453,0,0.05726167,0.164243772,64,0
324,1524,2570,360,-360,FALSE,0.00012038,0,0.004455184,0.008007608,41,0
325,1524,2569,360,-360,FALSE,0.000464221,0,0.016061902,0.037289661,57,0
