name,technology,bus,site,c2_USDperMWh2,c1_USDperMWh,c0_USD,cost_fixed_power_USDperkW,cap_existing_power_MW,cap_max_power_MW,cost_variable_USDperMWh
84,cats,746,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,7,7,0
85,cats,746,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,3.7,3.7,0
86,cats,746,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6.6,6.6,0
87,cats,1502,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6,6,0
88,cats,1890,capacity_factor_one,0.029100238,14.8788144,92.597236,0,81.9,81.9,0
89,cats,8623,capacity_factor_one,0.099944554,14.8788144,28.3536743,0,25.5,25.5,0
90,cats,8623,capacity_factor_one,0.092112541,14.8788144,29.1721955,0,26.7,26.7,0
91,cats,1892,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.2,4.2,0
92,cats,1892,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.2,4.2,0
93,cats,1745,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,8.5,8.5,0
94,cats,1958,capacity_factor_one,0.059172355,14.8788144,46.4995731,0,13.6,13.6,0
95,cats,1755,capacity_factor_one,0.059172355,14.8788144,46.4995731,0,13.6,13.6,0
96,cats,1755,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2.8,2.8,0
97,cats,1724,capacity_factor_one,0.116989623,14.8788144,22.8253546,0,10,10,0
98,cats,1724,capacity_factor_one,0.116989623,14.8788144,22.8253546,0,10,10,0
99,cats,8064,capacity_factor_one,0.091189607,14.8788144,29.439354,0,13.5,13.5,0
100,cats,8064,capacity_factor_one,0.091189607,14.8788144,29.439354,0,13.5,13.5,0
101,cats,8064,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.5,0.5,0
102,cats,8064,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.4,0.4,0
103,cats,8064,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,1.2,1.2,0
104,cats,1723,capacity_factor_one,0.116141127,14.8788144,23.3042834,0,18,18,0
105,cats,1722,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2,2,0
106,cats,1722,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2,2,0
107,cats,8113,capacity_factor_one,0.0069886,21.363,796.7,0,310,310,0
108,cats,8113,capacity_factor_one,0.0069886,21.363,796.7,0,310,310,0
109,cats,8113,capacity_factor_one,0.0038575,21.025,1184.1,0,495,495,0
110,cats,1632,capacity_factor_one,0.037223309,14.8788144,73.1903316,0,15.8,15.8,0
111,cats,1632,capacity_factor_one,0.037223309,14.8788144,73.1903316,0,15.8,15.8,0
112,cats,1632,capacity_factor_one,0.037223309,14.8788144,73.1903316,0,17.5,17.5,0
113,cats,1632,capacity_factor_one,0.037223309,14.8788144,73.1903316,0,17.5,17.5,0
114,cats,1644,capacity_factor_one,0.071691417,14.8788144,37.8341532,0,34,34,0
115,cats,1644,capacity_factor_one,0.071691417,14.8788144,37.8341532,0,34,34,0
116,cats,1644,capacity_factor_one,0.071691417,14.8788144,37.8341532,0,34,34,0
117,cats,1644,capacity_factor_one,0.069262499,14.8788144,40.2238612,0,36,36,0
118,cats,1644,capacity_factor_one,0.068331642,14.8788144,40.5167447,0,36.5,36.5,0
119,cats,1635,capacity_factor_one,0.084180748,14.8788144,32.3543419,0,30,30,0
120,cats,1635,capacity_factor_one,0.055647865,14.8788144,50.8170056,0,45,45,0
121,cats,1632,capacity_factor_one,0.04514964,14.8788144,62.1292896,0,55,55,0
122,cats,1632,capacity_factor_one,0.04514964,14.8788144,62.1292896,0,55,55,0
123,cats,1631,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.5,2.5,0
124,cats,1631,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.5,2.5,0
125,cats,1631,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2.3,2.3,0
126,cats,8381,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2.8,2.8,0
127,cats,8381,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2.8,2.8,0
128,cats,8381,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2.8,2.8,0
129,cats,1629,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,1,1,0
130,cats,1629,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,1,1,0
131,cats,1629,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2,2,0
132,cats,1629,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2.2,2.2,0
133,cats,1629,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2,2,0
134,cats,2312,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2,2,0
135,cats,2312,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.5,2.5,0
136,cats,2247,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.6,1.6,0
137,cats,285,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,3,3,0
138,cats,285,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,3,3,0
139,cats,285,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6,6,0
140,cats,990,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.5,1.5,0
141,cats,990,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.5,1.5,0
142,cats,8343,capacity_factor_one,0.0097412,21.909,600.51,0,218,218,0
143,cats,2313,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,2.3,2.3,0
144,cats,1663,capacity_factor_one,0.114946484,14.8788144,23.7075931,0,20.5,20.5,0
145,cats,1663,capacity_factor_one,0.116141127,14.8788144,23.3042834,0,19.8,19.8,0
146,cats,1662,capacity_factor_one,0.092849808,14.8788144,29.1025112,0,6.6,6.6,0
147,cats,1662,capacity_factor_one,0.092849808,14.8788144,29.1025112,0,6.6,6.6,0
148,cats,1662,capacity_factor_one,0.092849808,14.8788144,29.1025112,0,6.6,6.6,0
149,cats,1662,capacity_factor_one,0.092849808,14.8788144,29.1025112,0,6.6,6.6,0
150,cats,8347,capacity_factor_one,0.065960886,14.1545215,301.435141,0,63,63,0
151,cats,8347,capacity_factor_one,0.065960886,14.1545215,301.435141,0,63,63,0
152,cats,8347,capacity_factor_one,0.065960886,14.1545215,301.435141,0,63,63,0
153,cats,8347,capacity_factor_one,0.065960886,14.1545215,301.435141,0,63,63,0
154,cats,1636,capacity_factor_one,0.025798991,14.8788144,105.8405,0,95,95,0
155,cats,1636,capacity_factor_one,0.025798991,14.8788144,105.8405,0,95,95,0
156,cats,1483,capacity_factor_one,0.0028305,19.79,2076.3,0,806,806,0
157,cats,1483,capacity_factor_one,0.0028305,19.79,2076.3,0,806,806,0
158,cats,1602,capacity_factor_one,0.059172355,14.8788144,46.4995731,0,11.3,11.3,0
159,cats,7747,capacity_factor_one,0.013315533,22.6772275,469.549327,0,163.2,163.2,0
160,cats,7747,capacity_factor_one,0.013315533,22.6772275,469.549327,0,163.2,163.2,0
161,cats,7747,capacity_factor_one,0.003724619,21.031305,1187.18678,0,495,495,0
162,cats,2361,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,5.9,5.9,0
163,cats,2361,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,7.2,7.2,0
164,cats,7808,capacity_factor_one,0.007460776,9.85465117,2635.89483,0,164.6,164.6,0
165,cats,7808,capacity_factor_one,0.007460776,9.85465117,2635.89483,0,164.6,164.6,0
166,cats,7808,capacity_factor_one,0.02801483,13.5442631,714.197795,0,189.2,189.2,0
167,cats,7808,capacity_factor_one,0.007460776,9.85465117,2635.89483,0,164.6,164.6,0
168,cats,7808,capacity_factor_one,0.007460776,9.85465117,2635.89483,0,164.6,164.6,0
169,cats,7808,capacity_factor_one,0.02801483,13.5442631,714.197795,0,189.2,189.2,0
170,cats,1842,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.8,0.8,0
171,cats,1842,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.8,0.8,0
172,cats,1842,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.8,0.8,0
173,cats,1842,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,0.8,0.8,0
174,cats,1892,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.3,1.3,0
175,cats,1892,capacity_factor_one,0.078724432,14.8788144,34.6467874,0,1.3,1.3,0
176,cats,2237,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,7.5,7.5,0
177,cats,2237,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,7.5,7.5,0
178,cats,2237,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,8.6,8.6,0
179,cats,1693,capacity_factor_one,0.11955343,16.3717119,230.144388,0,20,20,0
180,cats,1693,capacity_factor_one,0.11955343,16.3717119,230.144388,0,20,20,0
181,cats,1693,capacity_factor_one,0.25325,58.907,173.53,0,23,23,0
182,cats,1693,capacity_factor_one,0.063206218,25.1702183,164.808375,0,50,50,0
183,cats,1693,capacity_factor_one,0.063206218,25.1702183,164.808375,0,50,50,0
184,cats,1693,capacity_factor_one,0.025784945,9.8240636,475.10697,0,25.4,25.4,0
185,cats,1693,capacity_factor_one,0.011886341,9.82406397,1030.64543,0,55.1,55.1,0
186,cats,1693,capacity_factor_one,0.059122552,14.495962,290.065816,0,57.4,57.4,0
187,cats,1446,capacity_factor_one,0.031561893,14.8788144,86.1224701,0,78.4,78.4,0
188,cats,1446,capacity_factor_one,0.031561893,14.8788144,86.1224701,0,78.4,78.4,0
189,cats,1446,capacity_factor_one,0.0622,14.8788144,43.9716516,0,39.5,39.5,0
190,cats,1446,capacity_factor_one,0.0622,14.8788144,43.9716516,0,39.5,39.5,0
191,cats,1446,capacity_factor_one,0.068314762,14.8788144,40.6511526,0,36.5,36.5,0
192,cats,194,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,5,5,0
193,cats,194,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,5,5,0
194,cats,1719,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.8,4.8,0
195,cats,1719,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,4.4,4.4,0
196,cats,1718,capacity_factor_one,0.074347899,14.8788144,36.540858,0,10,10,0
197,cats,1718,capacity_factor_one,0.074347899,14.8788144,36.540858,0,9.6,9.6,0
198,cats,1528,capacity_factor_one,0.073726559,14.8788144,37.2572181,0,16.5,16.5,0
199,cats,1528,capacity_factor_one,0.073726559,14.8788144,37.2572181,0,16.5,16.5,0
200,cats,7751,capacity_factor_one,0.066698734,16.3717118,411.887105,0,34.5,34.5,0
201,cats,7751,capacity_factor_one,0.012524817,9.50758888,1648.14099,0,89.9,89.9,0
202,cats,7751,capacity_factor_one,0.028560511,15.8580029,915.141767,0,65.9,65.9,0
203,cats,7751,capacity_factor_one,0.030947744,13.5754577,314.917371,0,43.2,43.2,0
204,cats,7751,capacity_factor_one,0.030947744,13.5754577,314.917371,0,43.2,43.2,0
205,cats,7751,capacity_factor_one,0.030580892,24.5037276,248.251086,0,81.6,81.6,0
206,cats,7751,capacity_factor_one,0.067573963,16.3717118,401.19412,0,30,30,0
207,cats,1639,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,3.2,3.2,0
208,cats,8832,capacity_factor_one,0.074347899,14.8788144,36.540858,0,10.1,10.1,0
209,cats,371,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2,2,0
210,cats,209,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.8,2.8,0
211,cats,209,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.8,2.8,0
212,cats,346,capacity_factor_one,0.045648313,8.49648297,1399.03018,0,85.3,85.3,0
213,cats,346,capacity_factor_one,0.045648313,8.49648297,1399.03018,0,85.3,85.3,0
214,cats,346,capacity_factor_one,0.032401462,15.9947772,848.043789,0,75,75,0
215,cats,346,capacity_factor_one,0.061704604,14.4479757,299.144996,0,60.5,60.5,0
216,cats,346,capacity_factor_one,0.061704604,14.4479757,299.144996,0,60.5,60.5,0
217,cats,346,capacity_factor_one,0.061704604,14.4479757,299.144996,0,60.5,60.5,0
218,cats,346,capacity_factor_one,0.061704604,14.4479757,299.144996,0,60.5,60.5,0
219,cats,346,capacity_factor_one,0.061704604,14.4479757,299.144996,0,60.5,60.5,0
220,cats,2401,capacity_factor_one,0.00927701,21.8534111,632.873059,0,230,230,0
221,cats,2401,capacity_factor_one,0.030006828,10.4367429,1415.75836,0,182.8,182.8,0
222,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
223,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
224,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
225,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
226,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
227,cats,2401,capacity_factor_one,0.011923608,16.8059313,372.365163,0,108.2,108.2,0
228,cats,2401,capacity_factor_one,0.00927701,21.8534111,632.873059,0,230,230,0
229,cats,2401,capacity_factor_one,0.019990904,13.3790287,979.430278,0,264.3,264.3,0
230,cats,2401,capacity_factor_one,0.030006828,10.4367429,1415.75836,0,182.8,182.8,0
231,cats,1606,capacity_factor_one,0.065976133,14.8788144,42.0372347,0,37.5,37.5,0
232,cats,8832,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.8,2.8,0
233,cats,8832,capacity_factor_one,0.085772205,14.8788144,32.0494007,0,2.8,2.8,0
234,cats,7773,capacity_factor_one,0.013281799,22.6734243,470.5849,0,163.2,163.2,0
235,cats,7773,capacity_factor_one,0.013281799,22.6734243,470.5849,0,163.2,163.2,0
236,cats,7773,capacity_factor_one,0.023001417,13.471932,874.243191,0,216.9,216.9,0
237,cats,7773,capacity_factor_one,0.023001417,13.471932,874.243191,0,118.9,118.9,0
238,cats,7773,capacity_factor_one,0.11372107,11.9204156,252.039838,0,106.9,106.9,0
239,cats,7773,capacity_factor_one,0.11372107,11.9204156,252.039838,0,106.9,106.9,0
240,cats,1606,capacity_factor_one,0.065687132,14.8788144,42.121352,0,37.5,37.5,0
241,cats,8018,capacity_factor_one,0.062009558,14.4193436,299.16754,0,60.5,60.5,0
242,cats,8018,capacity_factor_one,0.029857916,10.4426725,1481.47126,0,182.8,182.8,0
243,cats,8018,capacity_factor_one,0.029857916,10.4426725,1481.47126,0,182.8,182.8,0
244,cats,8018,capacity_factor_one,0.019971454,13.3834953,981.323331,0,264.4,264.4,0
245,cats,615,capacity_factor_one,0.074347899,14.8788144,36.540858,0,9,9,0
246,cats,745,capacity_factor_one,0.056991158,14.8788144,49.0465723,0,44,44,0
247,cats,744,capacity_factor_one,0.090757177,14.8788144,29.5543926,0,27.3,27.3,0
248,cats,1888,capacity_factor_one,0.074347899,14.8788144,36.540858,0,10,10,0
249,cats,1887,capacity_factor_one,0.033307845,14.8788144,81.3561358,0,72,72,0
250,cats,1593,capacity_factor_one,0.059172355,14.8788144,46.4995731,0,11.7,11.7,0
251,cats,1593,capacity_factor_one,0.059172355,14.8788144,46.4995731,0,11.7,11.7,0
252,cats,1593,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6.5,6.5,0
253,cats,8400,capacity_factor_one,0.074347899,14.8788144,36.540858,0,10,10,0
254,cats,426,capacity_factor_one,0.127647427,11.8081357,243.988901,0,28.8,28.8,0
255,cats,426,capacity_factor_one,0.127647427,11.8081357,243.988901,0,28.8,28.8,0
256,cats,426,capacity_factor_one,0.06245024,14.41881,299.420007,0,60.5,60.5,0
257,cats,426,capacity_factor_one,0.06245024,14.41881,299.420007,0,60.5,60.5,0
258,cats,426,capacity_factor_one,0.032401462,15.9947772,848.043789,0,71,71,0
259,cats,426,capacity_factor_one,0.032621593,16.0099954,818.239169,0,16,16,0
260,cats,1500,capacity_factor_one,0.037223309,14.8788144,73.1903316,0,15.3,15.3,0
261,cats,8565,capacity_factor_one,0.039773988,14.8788144,68.564689,0,61.2,61.2,0
262,cats,8565,capacity_factor_one,0.045338147,14.8788144,61.7209873,0,61.2,61.2,0
263,cats,2221,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6.1,6.1,0
264,cats,2221,capacity_factor_one,0.030784033,14.8788144,88.8056399,0,79.2,79.2,0
265,cats,1586,capacity_factor_one,0.03131569,14.8788144,87.6069929,0,78.9,78.9,0
266,cats,1586,capacity_factor_one,0.03131569,14.8788144,87.6069929,0,78.9,78.9,0
267,cats,1586,capacity_factor_one,0.029785941,14.8788144,90.9183037,0,80.8,80.8,0
268,cats,1586,capacity_factor_one,0.029785941,14.8788144,90.9183037,0,80.8,80.8,0
269,cats,1584,capacity_factor_one,0.032880744,14.8788144,82.9372199,0,74.1,74.1,0
270,cats,1585,capacity_factor_one,0.098441376,14.8788144,28.5667366,0,25.5,25.5,0
271,cats,1005,capacity_factor_one,0.041,14.8788144,66.7386997,0,59.8,59.8,0
272,cats,1005,capacity_factor_one,0.041,14.8788144,66.7386997,0,59.8,59.8,0
273,cats,1005,capacity_factor_one,0.031774502,14.8788144,85.7478694,0,78.3,78.3,0
274,cats,1005,capacity_factor_one,0.031774502,14.8788144,85.7478694,0,78.3,78.3,0
275,cats,8400,capacity_factor_one,0.019728908,14.8788144,138.607558,0,117,117,0
276,cats,8400,capacity_factor_one,0.024921705,14.8788144,106.068536,0,97.7,97.7,0
277,cats,8400,capacity_factor_one,0.019728908,14.8788144,138.607558,0,117,117,0
278,cats,8400,capacity_factor_one,0.024921705,14.8788144,106.068536,0,97.7,97.7,0
279,cats,8400,capacity_factor_one,0.019728908,14.8788144,138.607558,0,117,117,0
280,cats,8400,capacity_factor_one,0.024921705,14.8788144,106.068536,0,97.7,97.7,0
281,cats,1891,capacity_factor_one,0.053280064,14.8788144,51.301513,0,45.5,45.5,0
282,cats,1891,capacity_factor_one,0.053280064,14.8788144,51.301513,0,45.5,45.5,0
283,cats,1891,capacity_factor_one,0.053280064,14.8788144,51.301513,0,45.5,45.5,0
284,cats,1891,capacity_factor_one,0.071691417,14.8788144,37.8341532,0,34.3,34.3,0
285,cats,8684,capacity_factor_one,0.037296381,14.8788144,72.9724513,0,66.2,66.2,0
286,cats,8684,capacity_factor_one,0.037296381,14.8788144,72.9724513,0,66.2,66.2,0
287,cats,8684,capacity_factor_one,0.037296381,14.8788144,72.9724513,0,66.2,66.2,0
288,cats,1733,capacity_factor_one,0.03204634,14.8788144,85.3716495,0,77.2,77.2,0
289,cats,1733,capacity_factor_one,0.03204634,14.8788144,85.3716495,0,77.2,77.2,0
290,cats,8414,capacity_factor_one,0.062660025,14.8788144,43.6847716,0,39,39,0
291,cats,8414,capacity_factor_one,0.062660025,14.8788144,43.6847716,0,39,39,0
292,cats,8414,capacity_factor_one,0.062660025,14.8788144,43.6847716,0,39,39,0
293,cats,2339,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6.7,6.7,0
294,cats,2339,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,6.7,6.7,0
295,cats,1498,capacity_factor_one,0.017017665,14.8788141,161.930945,0,142,142,0
296,cats,1498,capacity_factor_one,0.017017665,14.8788141,161.930945,0,142,142,0
297,cats,1498,capacity_factor_one,0.017017665,14.8788141,161.930945,0,142,142,0
298,cats,1498,capacity_factor_one,0.017017665,14.8788141,161.930945,0,142,142,0
299,cats,1498,capacity_factor_one,0.017017665,14.8788141,161.930945,0,142,142,0
300,cats,1498,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2,2,0
301,cats,1498,capacity_factor_one,0.104841048,14.8788144,26.2074855,0,2,2,0
302,cats,8724,capacity_factor_one,0.084144494,14.8788144,32.4200547,0,30,30,0
303,cats,8724,capacity_factor_one,0.084144494,14.8788144,32.4200547,0,30,30,0
304,cats,8724,capacity_factor_one,0.084144494,14.8788144,32.4200547,0,30,30,0
305,cats,8724,capacity_factor_one,0.084144494,14.8788144,32.4200547,0,30,30,0
306,cats,1642,capacity_factor_one,0.048441064,14.8788144,57.7513147,0,53,53,0
